"Airline","Departure","Destination","distance_km"
"MU","PEK","WUH","1055.775"
"AZ","JFK","MSY","1901.49"
"SC","JMU","SHE","801.958"
"7P","PYC","ACU","198.741"
"CZ","LJG","CKG","711.903"
"AK","KUL","VTZ","2614.926"
"AI","DEL","CPH","5839.298"
"RX","DAC","CCU","239.166"
"CZ","WUH","DXB","5744.194"
"IO","BQS","KHV","599.767"
"ZH","NTG","CKG","1391.325"
"AA","HDN","DFW","1237.412"
"CZ","KWE","PEK","1756.271"
"TW","PUS","DAD","2962.161"
"P6","YZV","YGV","188.812"
"HV","RTM","PMI","1385.573"
"HU","TSN","CSX","1274.084"
"EW","MUC","CFU","1168.901"
"G5","KWE","LZO","292.234"
"FR","PMI","PIK","1855.211"
"D7","KUL","MEL","6314.984"
"AF","TLS","NTE","455.448"
"D3","HGA","DXB","2116.762"
"CZ","CSX","PEK","1357.691"
"BG","DEL","DAC","1425.41"
"P0","NLA","LUN","260.392"
"8U","IST","BEN","1268.893"
"UX","ALC","MAD","354.886"
"TU","SXB","DJE","1651.224"
"ZH","NTG","HRB","1573.752"
"PN","CKG","XIY","562.003"
"AC","YXE","YEG","479.952"
"VT","AXR","AHE","99.071"
"JD","PEK","YIH","1155.277"
"AF","CDG","BIA","896.458"
"AZ","AMS","ARN","1152.169"
"TJ","SBH","ANU","140.372"
"XY","SAW","JED","2329.071"
"G9","EVN","SHJ","1944.884"
"FR","BUD","DUB","1914.863"
"ZK","ATY","PIR","254.64"
"SC","PEK","WUH","1055.775"
"SD","UYL","KRT","909.482"
"AR","CUN","EZE","6894.647"
"OZ","WUH","ANC","7340.143"
"AA","MIA","SJU","1682.019"
"B6","STX","SJU","151.334"
"3U","HAK","HGH","1521.367"
"OD","KUL","DPS","1964.367"
"CX","DAC","HKG","2409.063"
"AH","AAE","ORN","767.611"
"FCC","SYD","NAA","422.838"
"UL","TRV","CMB","357.13"
"ET","LUN","LLW","598.496"
"4U","OLB","STR","866.654"
"HU","BAV","PEK","560.938"
"EW","CTA","MUC","1239.391"
"BW","POS","GEO","567.807"
"UX","MAD","HAV","7462.26"
"GS","NNG","HFE","1360.619"
"JT","SUB","BPN","817.918"
"ZH","WUX","DLC","836.844"
"LA","SJO","LIM","2570.476"
"MF","HSN","PEK","1244.084"
"GS","YIW","JJN","525.497"
"MH","AOR","KUL","409.646"
"BT","RIX","CDG","1672.09"
"CA","HRB","CAN","2733.84"
"U2","AYT","BSL","2241.162"
"VJ","SGN","UIH","434.705"
"W6","RIX","EIN","1348.525"
"FR","EDI","BUD","1812.784"
"HU","WNZ","PEK","1408.535"
"AA","POS","MIA","2613.345"
"DY","FCO","HEL","2233.73"
"S2","DEL","AMD","756.52"
"VY","SVG","BCN","1970.502"
"CGZ","KWE","WUZ","564.076"
"KL","AMS","OPO","1594.973"
"AA","DFW","BZE","1918.195"
"IW","LBJ","ENE","198.917"
"IB","LHR","WAW","1469.605"
"ZH","PEK","CGO","664.123"
"UA","SIN","NRT","5357.585"
"LJ","GUM","ICN","3227.242"
"9W","NRT","BOM","6786.191"
"FR","LTN","MLA","2133.016"
"G5","TEN","CGO","854.333"
"TK","ISL","LOS","4584.338"
"ET","ABJ","JFK","7932.404"
"LO","WAW","BEG","818.41"
"GX","NNG","KWE","458.469"
"5T","YYQ","YTH","398.494"
"CI","DWC","FRA","4858.507"
"GQ","SKU","SKG","215.846"
"WK","PFO","ZRH","2439.822"
"ZB","MLA","EMA","2256.577"
"TU","MUC","DJE","1612.155"
"WS","PVR","YQR","3308.652"
"LH","FRA","NUE","189.641"
"FY","SZB","LGK","408.929"
"7S","ANI","KLG","42.559"
"NT","LPA","SPC","244.495"
"GS","HAK","CGD","1006.081"
"SK","ARN","RHO","2686.11"
"WN","DEN","CLE","1927.923"
"TR","DPS","SIN","1671.498"
"LH","FRA","LUX","175.728"
"SG","IXM","HYD","823.29"
"TK","FRA","SAW","1900.019"
"AR","AEP","REL","1129.283"
"AT","ORY","OZZ","2126.841"
"BC","OKA","FUK","864.972"
"XQ","AYT","PAD","2390.295"
"KN","XIY","SJW","681.7"
"CA","TSN","XIY","924.639"
"DL","IAD","JFK","366.32"
"UB","HEH","MOG","257.766"
"HU","SJW","HGH","1038.423"
"4T","BSL","HRG","3216.438"
"PZ","AGT","ASU","270.095"
"CZ","CAN","AVA","814.227"
"I2","PMI","MAD","546.207"
"AA","LHR","TLS","882.559"
"CZ","XMN","CSX","634.991"
"UL","CMB","KUL","2466.898"
"BK","HEK","OHE","454.511"
"DL","ORF","BOS","753.267"
"CX","USM","HKG","2048.275"
"US","SLP","DFW","1243.73"
"2N","ARN","VXO","355.491"
"TP","LIS","DXB","6137.795"
"AA","DFW","HKG","13052.9"
"CZ","CAN","INC","1814.57"
"TK","ESB","KCO","255.511"
"SQ","BLR","SHJ","2685.0"
"LH","MUC","KEF","2691.754"
"KE","ICN","DLC","460.182"
"CA","PUS","HGH","966.884"
"VN","LHR","SGN","10219.168"
"UA","PEK","IAD","11112.764"
"DX","SVG","BLL","407.511"
"AF","CDG","CPH","1003.7"
"QG","KNO","JOG","1804.519"
"SK","EDI","ARN","1320.251"
"GS","DLC","TSN","362.503"
"AH","AAE","IST","1869.884"
"KE","DLC","ICN","460.182"
"BT","RIX","MAD","2692.221"
"CA","ZYI","PEK","1644.626"
"KM","MLA","FRA","1646.654"
"QW","JJN","ZHA","931.665"
"BA","LHR","BOS","5239.65"
"GJ","SJW","HGH","1038.423"
"WS","YEG","YQR","689.935"
"NK","LAS","DEN","1009.365"
"UL","CMB","DEL","2395.852"
"CA","HLD","PEK","1046.256"
"FR","BGY","LPP","2086.272"
"AA","BNA","MIA","1299.422"
"S2","BHO","DEL","587.465"
"DE","PVK","MUC","1271.335"
"BT","RIX","ARN","465.719"
"KL","AMS","BGO","888.306"
"L6","DKR","NKC","428.8"
"VN","SGN","CDG","10104.879"
"IB","MAD","ARN","2601.348"
"AA","DEN","LHR","7496.472"
"EI","DUB","ARN","1624.751"
"FR","MLA","EMA","2256.577"
"QS","PRG","CFU","1248.633"
"AS","LAS","ANC","3703.481"
"FR","EIN","SKG","1815.053"
"TO","PMI","MAN","1581.052"
"W6","KTW","ODS","964.969"
"LH","MUC","FRA","299.078"
"SK","LHR","CPH","979.611"
"KE","XMN","ICN","1639.789"
"MU","YNZ","HKG","1381.243"
"DE","FUE","MUC","3116.734"
"IB","IBZ","BCN","276.154"
"U2","BSL","LPA","2950.149"
"WX","LCY","DRS","952.413"
"TP","VCP","LIS","7928.11"
"CX","OKA","HKG","1456.67"
"KN","NAY","NNY","828.118"
"AC","CUN","YHZ","3406.86"
"OU","ZAG","CPH","1123.717"
"FR","EIN","PMI","1338.659"
"9W","SHJ","COK","2774.426"
"IB","FCO","BCN","846.878"
"DL","CVG","PHX","2520.019"
"MH","USM","SZB","732.22"
"TR","WUH","SIN","3445.219"
"U2","CTA","MAN","2213.11"
"RG","DXB","AZI","129.493"
"AI","DEL","NRT","5908.838"
"B9","TBZ","THR","526.9"
"KL","BSL","CDG","400.742"
"UB","VBP","MGZ","144.025"
"FR","REU","LTN","1198.522"
"PJ","YYT","FSP","275.443"
"PS","KBP","MAD","2873.289"
"CA","CGO","TNA","400.527"
"FR","BUD","PFO","1791.063"
"S4","AMS","LIS","1846.297"
"AA","PHX","FAT","793.032"
"BX","CJU","GMP","450.812"
"LI","BGI","ANU","514.746"
"6E","COK","KWI","3636.524"
"TK","IST","SKP","597.458"
"K5","BNA","MKL","209.888"
"QR","SIN","DPS","1671.498"
"WF","SVG","TRF","266.571"
"MF","HRB","HGH","1784.854"
"9W","BLR","CCU","1546.84"
"VY","CDG","LPA","2800.879"
"ZB","MAN","BCN","1379.539"
"U2","MAD","LIS","512.884"
"JD","HAK","MXZ","763.045"
"EW","STR","DRS","423.793"
"MU","TNA","LZO","1416.406"
"CZ","SIN","XMN","2993.246"
"CA","SHE","TNA","757.241"
"SK","KRS","LPA","3825.026"
"JR","NBS","HRB","410.041"
"FR","ZAD","DUB","1881.136"
"JQ","MEL","BNE","1380.854"
"JT","BDJ","JOG","680.517"
"EW","MUC","RHO","1878.692"
"HU","CGO","CAN","1238.416"
"ZH","TSN","CKG","1432.33"
"U2","RAK","BSL","2212.988"
"GS","TYN","CIH","172.491"
"TO","FCO","MPL","704.306"
"QG","SUB","PEN","1978.251"
"I2","NTE","MAD","759.183"
"SU","LED","MUC","1741.315"
"US","JFK","MAD","5762.18"
"CA","HGH","CAN","1038.357"
"PR","BCD","MNL","468.039"
"MF","TYN","WUH","787.718"
"LH","MUC","CDG","681.569"
"UB","AKY","VBA","127.16"
"NK","LAS","SMF","638.682"
"WT","YTL","XKS","88.807"
"B2","MSQ","BUS","1694.261"
"NH","NRT","JFK","10830.459"
"SK","ARN","MAD","2601.348"
"BA","LHR","MRS","989.28"
"TR","SIN","NNG","2406.522"
"HU","FOC","CAN","702.365"
"A3","MUC","SKG","1241.54"
"MU","UYN","NAY","607.562"
"DP","MCX","LED","2227.032"
"US","PHX","BFL","683.084"
"FR","GSE","BGY","1353.616"
"CZ","CAN","MNL","1277.993"
"KY","LJG","NNG","919.812"
"EN","TRN","MUC","471.176"
"SQ","KCH","SIN","706.363"
"FR","MAD","SCQ","484.695"
"SG","HYD","JED","4136.559"
"JT","SGN","SIN","1093.017"
"OQ","CKG","SYM","955.791"
"WS","YYC","YXE","518.355"
"US","TUS","PHX","177.51"
"TW","ICN","OKA","1258.572"
"UX","SCQ","LPA","1778.205"
"VN","CDG","SGN","10104.879"
"LN","CAI","BEN","1082.151"
"FR","NYO","AHO","2107.873"
"A5","RNS","SXB","694.053"
"PK","MUX","ISB","397.07"
"SG","BOM","JED","3518.844"
"ET","LLW","FBM","720.652"
"3U","HAK","CKG","1153.883"
"Y7","KJA","KYZ","516.054"
"B6","BOS","CLT","1170.675"
"PK","SHJ","MUX","1653.99"
"TW","ICN","KOJ","740.973"
"CZ","DXB","CAN","5827.269"
"MJ","CMB","HRI","169.361"
"AB","FRA","CTA","1490.148"
"AS","SBA","PDX","1263.028"
"UA","MKE","TVC","272.47"
"LY","TLV","JFK","9117.043"
"IL","BDJ","SUB","489.409"
"MU","XIY","FOC","1410.9"
"FR","DUB","PMI","1686.293"
"RG","AZI","FJR","203.156"
"MS","CAI","JFK","9016.466"
"BA","CPT","JNB","1271.068"
"2N","OER","ARN","421.52"
"IB","XRY","MAD","467.78"
"W6","BGY","OTP","1288.775"
"US","CUN","MIA","854.96"
"6E","DEL","IST","4564.972"
"QS","DXB","PRG","4463.786"
"AR","NQN","COR","920.5"
"7C","ICN","NRT","1256.849"
"IB","ALC","PMI","318.23"
"S7","LED","ALC","3225.714"
"JQ","SGN","MEL","6698.769"
"LA","PUJ","SCL","5783.452"
"AB","PMI","IBZ","139.787"
"WN","LAS","ONT","316.73"
"WS","LGA","MSY","1903.37"
"BE","MAN","CDG","587.996"
"WS","YOW","YYC","2878.546"
"G3","MAO","BVB","657.715"
"MU","JUH","NAY","1012.323"
"6E","JAI","CCU","1356.711"
"TK","DEL","ISL","4558.518"
"EI","IOM","DUB","130.887"
"S2","JAI","DEL","231.699"
"TK","BCN","IST","2219.83"
"DY","ARN","HEL","398.569"
"US","CLT","STL","924.375"
"LJ","PUS","CRK","2375.068"
"IB","ALC","BCN","403.853"
"LA","MIA","FOR","5570.212"
"DP","LED","KZN","1216.845"
"FR","BLL","AHO","1681.134"
"MH","KUL","KUA","202.001"
"PG","SIN","USM","1009.947"
"MF","CSX","HGH","735.825"
"DY","ALC","RYG","2480.411"
"FR","ALC","KTW","2055.839"
"AS","BOS","SAN","4155.895"
"JQ","BNE","DPS","4487.789"
"WN","OAK","PVR","2501.828"
"IB","AMS","BCN","1241.136"
"AZ","TRN","FCO","528.969"
"SV","JED","AJF","906.218"
"CZ","CKG","YIW","1295.409"
"HY","RIX","JFK","6745.692"
"OK","HEL","PRG","1319.828"
"FI","KEF","EMA","1737.363"
"TP","LIS","CKY","3277.864"
"WT","XKS","YAX","71.453"
"AB","TXL","OTP","1291.042"
"US","DFW","MAD","7973.896"
"UK","DEL","BLR","1710.049"
"TO","MAD","MPL","710.64"
"6E","BLR","HKG","3954.947"
"AF","TLS","MRS","311.657"
"AT","BGF","CMN","4205.682"
"OU","OMO","ZAG","307.68"
"5T","YOW","YFB","2097.437"
"SA","VNX","JNB","851.031"
"VY","ALC","LPA","1793.641"
"CA","YIH","PEK","1155.277"
"MN","ELS","JNB","767.917"
"AA","GRI","DFW","904.478"
"JD","CGO","BAV","752.113"
"FR","AHO","BLQ","498.532"
"UA","MIA","ZRH","7845.025"
"LO","WAW","RIX","563.282"
"SV","JED","JNB","5445.689"
"IB","ARN","BCN","2314.922"
"AA","DFW","BZN","1871.682"
"LH","ZAG","FRA","734.352"
"US","DFW","PNS","969.87"
"DE","BGI","FRA","7336.137"
"LA","EZE","ASU","1069.949"
"SK","GOT","LLA","1016.617"
"FR","FMM","ALC","1387.388"
"LO","WAW","MSQ","509.256"
"W6","LTN","TLL","1774.635"
"CA","CGQ","INC","1750.453"
"TK","ESB","KSY","858.527"
"4Z","SIS","JNB","546.648"
"TP","TER","LIS","1554.053"
"DL","JFK","CVG","945.659"
"3U","YIH","HKG","948.511"
"A3","LED","RHO","2606.076"
"NP","CAI","LXR","511.15"
"UA","DEN","PAE","1664.886"
"3K","SGN","SIN","1093.017"
"4U","IBZ","STR","1258.842"
"CZ","HUZ","CGO","1277.502"
"US","LGA","CLT","874.928"
"MF","TSN","XNN","1372.946"
"AA","DEN","CLT","2148.202"
"LM","EDI","SVG","629.379"
"CX","FRA","HKG","9153.326"
"HO","HRB","WUX","1649.417"
"DL","JFK","DEL","11754.484"
"CA","CGO","KWE","1113.831"
"U2","TXL","GOT","571.031"
"JD","HGH","INC","1607.844"
"MJ","JED","CMB","4653.749"
"AB","LED","TXL","1317.215"
"LH","FRA","CPT","9392.316"
"ZH","JJN","WUX","766.253"
"MF","CKG","FOC","1346.823"
"QF","DRW","BME","1112.603"
"IW","KOE","LOP","826.088"
"V7","NTE","PMO","1557.984"
"MJ","CMB","TRV","357.13"
"CX","HKG","FOC","708.967"
"AA","FSM","DFW","366.084"
"TR","JED","SIN","7359.986"
"EI","DUB","BOS","4802.867"
"GS","CGO","NNG","1434.794"
"UA","DEN","GSP","2053.252"
"AA","JFK","RIC","463.505"
"CA","CAN","YCU","1321.954"
"CZ","CGO","BAR","1742.685"
"EI","DUB","IBZ","1719.144"
"QF","DXB","FRA","4843.207"
"U2","TXL","TLS","1327.124"
"LX","ZRH","SIN","10305.608"
"IB","DRS","BCN","1412.453"
"CA","LJG","HGH","2009.816"
"FZ","KRT","DXB","2603.233"
"JR","HRB","JGD","551.218"
"TK","IST","CPT","8430.505"
"A5","MRS","NTE","674.948"
"UA","DEN","NRT","9292.769"
"DY","CPH","DUB","1241.547"
"4H","CGP","CCU","348.885"
"HV","RTM","FCO","1273.862"
"NH","KMI","ICN","771.413"
"EE","KLR","ARN","343.411"
"VY","MUC","PMI","1215.745"
"AS","PAE","PHX","1823.749"
"AH","CDG","ORN","1511.075"
"QF","SGN","SYD","6846.13"
"I2","STR","MAD","1360.614"
"CU","HAV","GER","134.028"
"FR","RYG","VNO","1021.165"
"PC","SAW","NUE","1711.969"
"KL","ABZ","AMS","703.273"
"FD","DMK","XIY","2425.75"
"US","FRA","JFK","6189.438"
"AV","SAL","DFW","2309.984"
"BA","LHR","EZE","11136.564"
"A3","FRA","SKG","1540.607"
"UA","MSY","DEN","1708.085"
"EK","WAW","DXB","4155.8"
"TK","ISL","ASB","2545.171"
"CZ","PEK","CGD","1320.602"
"US","AEX","DFW","457.264"
"LH","MUC","WRO","477.083"
"W6","BCN","SKP","1622.44"
"LA","BBA","SCL","1394.626"
"WS","YOW","YYT","1766.919"
"AD","VCP","BPS","1114.862"
"IB","NAP","MAD","1503.626"
"PK","MED","ISB","3357.372"
"RO","OTP","IST","425.926"
"VA","JNB","SIN","8655.908"
"VA","DPS","BNE","4487.789"
"SA","JNB","WDH","1164.717"
"KU","SAH","KWI","1576.486"
"OZ","ICN","DLC","460.182"
"EK","BNE","LRE","989.896"
"AC","SJD","YYC","3131.239"
"WN","ONT","SMF","627.322"
"JQ","MEL","DRW","3132.5"
"BS","DAC","CAN","2331.203"
"WS","YYC","YMM","642.534"
"ZE","ICN","KOJ","740.973"
"BY","CWL","LPA","2796.943"
"B6","PDX","LGB","1362.435"
"IB","BCN","BOS","5857.99"
"X3","FRA","PMI","1252.095"
"JQ","DPS","SIN","1671.498"
"AC","LHR","YOW","5346.243"
"SA","JNB","SYD","11023.823"
"U2","MAN","RAK","2461.911"
"GJ","XIY","WDS","287.22"
"B9","ABD","THR","657.47"
"KL","AMS","KBP","1818.648"
"IQ","TSE","ALA","950.542"
"W6","WAW","EIN","1072.884"
"AC","YYC","PVR","3469.402"
"FR","RDZ","DUB","1186.998"
"DL","BOS","CLE","903.305"
"DL","PLS","BOS","2292.588"
"OZ","ICN","FUK","563.319"
"GV","CDB","NLG","132.672"
"3U","CKG","DLC","1707.23"
"FR","AHO","NYO","2107.873"
"KY","XIY","BSD","1393.834"
"9W","BOM","LHR","7213.041"
"F9","DEN","SJD","1917.781"
"3U","XMN","YIC","525.987"
"B2","MSQ","BCN","2375.038"
"MU","CSX","YNZ","884.899"
"B6","RIC","BOS","762.318"
"JT","BDO","BTH","970.954"
"6E","HYD","DXB","2546.803"
"RS","ICN","LYI","769.189"
"AF","FRA","JFK","6189.438"
"IB","BCN","TRN","625.826"
"ZH","SHE","XFN","1447.983"
"V7","BIQ","SXB","903.533"
"AI","PNQ","BHO","632.166"
"RO","OTP","DUB","2529.941"
"WN","SMF","BUR","577.267"
"MU","XNN","WUH","1292.953"
"UO","PEN","HKG","2393.232"
"ZH","CGO","PEK","664.123"
"GX","NNG","WUH","1088.498"
"AA","BIL","DFW","1739.467"
"ZH","HRB","TNA","1231.472"
"ZH","XIY","XNN","649.802"
"AA","ICN","NRT","1256.849"
"S4","LIS","OPO","277.012"
"AF","CDG","AMS","398.27"
"AA","LRD","DFW","639.093"
"MF","HGH","CGQ","1599.128"
"NK","DFW","SJD","1647.935"
"S2","RAJ","BOM","418.818"
"7C","TAE","PEK","1154.267"
"CZ","HRB","TNA","1231.472"
"AV","TGU","GUA","361.343"
"ET","DKR","CKY","712.139"
"LI","ANU","DOM","184.418"
"AS","SAN","JFK","3928.038"
"4D","TLV","CAI","392.487"
"MF","CKG","WUH","736.159"
"EK","DXB","EBL","1634.189"
"SK","FRA","BEG","1054.577"
"AB","TXL","HRG","3295.335"
"HU","WUH","XIY","653.301"
"FR","LRH","EMA","739.719"
"CZ","CAN","JFK","12857.475"
"S2","PNQ","IDR","500.186"
"MJ","SIN","CMB","2749.71"
"MI","BLR","SIN","3179.445"
"TP","LIS","ARN","2998.306"
"AS","PDX","SJD","2752.454"
"VA","SYD","MKY","1433.923"
"SM","HMB","JED","913.943"
"WN","BWI","OAK","3928.073"
"FJ","NAN","MEL","3866.544"
"IB","ABZ","LHR","647.095"
"KM","PRG","MLA","1583.88"
"KL","FBM","NLA","199.119"
"SK","ARN","CPH","546.754"
"TO","LPA","LTN","2941.156"
"TK","SSH","IST","1565.271"
"VY","LPA","FCO","2934.805"
"BA","LHR","SAN","8806.903"
"TK","IST","SHJ","3033.961"
"QR","DFW","LUX","8138.643"
"AT","COO","LOS","106.361"
"VY","BCN","STR","994.656"
"CA","PEK","ICN","902.612"
"FR","WRO","MAN","1324.566"
"9K","ACK","JFK","319.657"
"FM","WNZ","JNG","924.668"
"AF","CDG","SGN","10104.879"
"BA","KWI","LHR","4674.743"
"FV","MUC","LED","1741.315"
"AY","CTA","MUC","1239.391"
"SK","BOO","TRD","452.668"
"FR","BLQ","IBZ","1035.098"
"G8","AMD","DEL","756.52"
"TK","TLS","IST","2251.885"
"AB","TXL","CTA","1683.933"
"FR","BLL","BUD","1155.889"
"VY","BCN","CDG","858.738"
"VS","MAN","LAS","8166.44"
"KL","AMS","SVG","732.384"
"UN","LHR","JNB","9075.134"
"UO","HKG","ICN","2069.728"
"MU","XFN","NAY","925.008"
"8L","CGO","CGQ","1463.435"
"U2","NAP","CDG","1289.606"
"EP","THR","SDG","392.869"
"BE","EXT","MAN","301.478"
"FL","AUA","BWI","3037.548"
"AC","YYC","PSP","1932.42"
"LS","ALC","BLK","1732.61"
"CZ","YNZ","DLC","627.538"
"U2","AMS","LIN","831.082"
"MI","SIN","BLR","3179.445"
"FZ","DAC","DXB","3536.933"
"MU","LZO","WUH","876.841"
"CA","IST","CAN","7882.105"
"TK","IST","PRN","654.221"
"SA","JNB","LOS","4524.094"
"V7","PMO","NTE","1557.984"
"KL","AMS","NAP","1461.087"
"SK","BLL","FRA","635.777"
"US","MIA","LGA","1768.377"
"EK","LHR","DXB","5497.926"
"WN","SAN","BWI","3685.609"
"JQ","BNE","MKY","797.615"
"KL","CTA","AMS","1834.873"
"FO","ADE","SHJ","1771.877"
"NV","AWZ","RAS","670.218"
"9C","CAN","CNX","1572.845"
"UX","MAD","DKR","3163.882"
"X3","MUC","AYT","2000.932"
"AA","SJO","CLT","2823.825"
"SK","WAW","CPH","665.6"
"CA","YCU","TSN","715.275"
"AI","BOM","UDR","623.877"
"LH","MUC","TLS","960.118"
"8R","BHI","MDQ","410.379"
"OK","PRG","RIX","992.011"
"LH","FRA","EDI","1032.854"
"JR","XFN","WUH","236.96"
"DE","PMI","STR","1139.302"
"6E","JAI","BOM","911.328"
"HG","GRZ","PMI","1316.891"
"NF","VLS","VLI","101.573"
"U2","LIS","EDI","1956.131"
"GL","QUV","QFN","26.133"
"AY","LHR","JFK","5539.644"
"US","CLT","BZE","2096.034"
"NZ","BNE","NLK","1462.978"
"AY","MAD","DFW","7973.896"
"LH","RAK","FRA","2467.836"
"FY","PEN","LGK","129.855"
"WF","BGO","ABZ","548.274"
"CZ","CSX","TSN","1274.084"
"IB","BCN","LPA","2174.495"
"DN","BKO","COO","1324.812"
"Q6","BNE","RMA","440.296"
"LX","ZRH","TXL","659.681"
"U2","NAP","VCE","537.105"
"CA","PKX","HGH","1094.926"
"LM","EDI","ILY","182.625"
"JD","SJW","HGH","1038.423"
"US","DFW","TUS","1305.681"
"EE","TLL","WAW","840.997"
"AY","AMS","OPO","1594.973"
"TM","TET","UEL","394.709"
"LH","SCQ","FRA","1518.647"
"AB","NUE","SAW","1711.969"
"6E","DEL","COK","2048.904"
"US","JFK","CLE","682.207"
"LH","SJJ","MUC","712.546"
"AI","DEL","JDH","475.809"
"JT","JOG","BPN","1018.878"
"MU","WNZ","DLC","1230.733"
"NT","AGA","LPA","638.201"
"LH","KEF","MUC","2691.754"
"WN","OAK","LGB","568.352"
"AK","NNG","KUL","2315.985"
"LH","FRA","SVG","1001.198"
"AY","HEL","MSQ","738.899"
"DD","DMK","GAU","1649.798"
"WN","OAK","GEG","1164.898"
"AB","NUE","HER","1947.245"
"SK","FRA","BGO","1160.19"
"KU","KWI","DEL","2829.876"
"AB","AYT","MUC","2000.932"
"NZ","BHE","WLG","80.803"
"ST","AGB","MRS","708.379"
"US","CLT","BHM","563.782"
"MU","NAY","LYI","556.158"
"DV","DZN","ALA","870.984"
"KA","HKG","DPS","3456.084"
"WN","LAS","DEN","1009.365"
"6E","VTZ","RJA","163.935"
"CZ","PEK","WUH","1055.775"
"LX","ZRH","HAV","8216.883"
"AP","TRN","PMO","901.874"
"LS","MAN","VCE","1366.798"
"CZ","CAN","HAK","483.634"
"AZ","HEL","AMS","1521.304"
"SV","MED","ULH","266.285"
"MM","NRT","FUK","939.774"
"JL","OKD","MSJ","268.454"
"OY","PMY","AEP","1080.131"
"UA","AMA","DEN","578.607"
"KC","ALA","UKK","851.203"
"EP","BDH","DXB","152.137"
"IW","SUB","JBB","138.196"
"DN","COO","ABJ","708.648"
"AB","IBZ","ZRH","1117.538"
"VY","SCQ","BCN","883.252"
"AA","LGA","AVL","962.521"
"EP","PGU","AWZ","584.811"
"H2","CCP","ZAL","319.948"
"W6","SKP","LTN","1988.775"
"VY","BCN","HEL","2628.055"
"VA","WLG","BNE","2510.967"
"T3","NWI","ABZ","550.023"
"WS","PUJ","YHZ","2960.363"
"JQ","DPS","SYD","4622.149"
"QF","MKY","BNE","797.615"
"QF","PRG","DXB","4463.786"
"AR","AFA","AEP","914.136"
"US","CLT","YOW","1209.103"
"VY","OVD","LPA","1929.154"
"AI","CCU","VNS","646.922"
"FR","LPA","ORK","2720.004"
"MF","XMN","DLC","1635.364"
"PM","LPA","VDE","246.126"
"DE","ZTH","MAN","2481.176"
"LH","FRA","KUF","2846.441"
"SQ","MAN","MUC","1130.047"
"HX","HKG","NNG","591.061"
"AA","MSY","CLT","1047.219"
"8L","WUH","DLC","1128.225"
"NV","AWZ","THR","538.557"
"TK","ISL","FRA","1862.39"
"W6","PRG","BGY","597.838"
"CA","LZH","PEK","1888.706"
"TK","SAW","ASF","1615.585"
"YQ","PVR","SLP","480.343"
"VS","LHR","JFK","5539.644"
"IB","DKR","LPA","1482.895"
"MU","XIY","CGQ","1798.369"
"S2","BLR","COK","367.261"
"3B","RAI","BVC","149.526"
"KY","HFE","TYN","788.521"
"NS","XMN","JNG","1207.405"
"VK","LAS","ORY","8749.762"
"FU","HAK","YIH","1185.508"
"AT","CMN","IAD","6148.887"
"BY","MAN","RAK","2461.911"
"AA","PVR","PHX","1567.076"
"NH","DEN","NRT","9292.769"
"AB","FMO","CFU","1679.729"
"US","MKE","DFW","1373.575"
"UA","LAS","PSP","279.036"
"TR","KCH","SIN","706.363"
"FR","AHO","DTM","1211.607"
"F9","TTN","UST","1290.755"
"DD","NTG","DMK","2891.432"
"US","JFK","SJU","2577.921"
"SU","KHV","UUS","591.879"
"AF","DKR","CDG","4225.962"
"Q9","ZGS","YIF","177.293"
"AT","ZRH","CMN","2070.938"
"HU","TSN","CIH","490.028"
"LS","PRG","MAN","1191.726"
"MR","COQ","HLD","398.362"
"VA","PBO","GET","695.195"
"FR","SKG","MAN","2368.651"
"DE","FUE","STR","2991.252"
"P4","LOS","QOW","448.239"
"AH","MUW","TID","120.382"
"7H","ANC","ADQ","406.017"
"FT","ATZ","KWI","1678.752"
"LH","FRA","ALA","5089.365"
"ET","LLI","GDQ","178.587"
"AA","DFW","LBB","452.859"
"CZ","HRB","HGH","1784.854"
"F9","BZN","DEN","843.217"
"BE","NWI","MAN","249.618"
"CZ","HRB","XIY","1932.488"
"U2","EDI","CDG","868.677"
"SG","TRV","BOM","1257.707"
"GA","ENE","KOE","264.963"
"ZH","CSX","PEK","1357.691"
"AA","ORF","CAK","636.649"
"FR","LTN","RZE","1572.758"
"FR","CIA","NYO","1912.869"
"FR","HHN","TPS","1401.451"
"LX","HER","ZRH","1926.644"
"D7","KUL","JAI","3843.598"
"MU","TSN","NBS","924.968"
"ZH","TNA","CAN","1543.454"
"FR","PIK","CIA","1967.995"
"AK","KCH","BTU","348.445"
"Q9","YNA","YZV","318.546"
"AD","CNF","JPA","1695.157"
"AA","MSY","PHX","2088.971"
"I2","MAD","NAP","1503.626"
"AZ","FCO","KWI","3491.347"
"EW","CTA","STR","1334.165"
"TJ","SBH","SJU","338.917"
"CA","TNA","ICN","820.834"
"LA","CFB","VCP","518.137"
"AI","DEL","IMF","1719.929"
"X3","STR","PMI","1139.302"
"UA","IAD","AOO","167.558"
"DE","SPC","MUC","3342.799"
"MJ","CMB","JED","4653.749"
"SQ","CAN","SIN","2648.421"
"OY","AEP","MDZ","978.594"
"GJ","HGH","KJH","1267.077"
"U2","LTN","HER","2732.861"
"CZ","CGQ","NRT","1549.003"
"MJ","CMB","DXB","3288.158"
"AA","LHR","CPH","979.611"
"KL","AMS","BLL","477.041"
"AA","STS","DFW","2400.758"
