"Airline","Departure","Destination","distance_km"
"SC","DQA","DLC","913.358"
"FL","DEN","SNA","1359.686"
"UA","DEN","NRT","9292.769"
"AA","SAV","DFW","1485.969"
"YC","LED","NUX","2379.553"
"AA","DFW","TYR","164.63"
"U2","LIS","CDG","1469.964"
"KY","CKG","HYN","1440.881"
"GJ","HGH","WEH","791.216"
"BA","BLL","LHR","791.134"
"IR","BND","DXB","240.791"
"AF","LRT","CDG","463.578"
"BA","CMF","MAN","1039.196"
"BE","MRS","ORY","626.998"
"AT","MAN","CMN","2261.976"
"AI","UDR","BOM","623.877"
"AF","ORY","UIP","490.776"
"DL","PDX","LHR","7885.617"
"AI","CAI","BOM","4341.423"
"3U","SJW","HRB","1254.483"
"AA","OAX","DFW","1767.93"
"MF","XMN","CKG","1273.043"
"OD","DPS","KUL","1964.367"
"EK","DXB","DFW","12919.389"
"CX","BOM","HKG","4271.902"
"CZ","CNX","CAN","1572.845"
"AI","LHR","AMD","6866.725"
"CX","CNX","HKG","1605.128"
"CZ","INC","KWE","1330.103"
"AA","LHR","HYD","7754.173"
"ZH","CAN","WUX","1142.387"
"H2","CCP","SCL","429.112"
"B2","BUS","MSQ","1694.261"
"US","DFW","YYC","2451.197"
"AF","LCY","LIN","955.793"
"WN","PHX","BWI","3209.737"
"SK","BLL","IST","2146.359"
"AF","HKG","CDG","9590.058"
"SM","HMB","JED","913.943"
"NY","RKV","IFJ","221.564"
"UA","YYC","DEN","1445.257"
"AA","DFW","CRP","571.758"
"MH","IST","KUL","8387.16"
"G5","CKG","JNG","1100.121"
"5T","YEV","YVQ","445.348"
"M1","MAO","PIN","365.7"
"FZ","DXB","ODS","3212.987"
"CX","HKG","BOS","12806.012"
"4Q","HEA","ISB","982.833"
"Y2","JBQ","BGI","1277.664"
"BA","LHR","LIS","1563.931"
"EK","DXB","JED","1698.993"
"KC","ALA","LED","3609.033"
"AT","ORY","OZZ","2126.841"
"UA","TSE","ALA","950.542"
"AS","LGB","PDX","1362.435"
"BE","EXT","MAN","301.478"
"AZ","LIS","CDG","1469.964"
"US","DFW","MFE","756.293"
"AS","SJD","PDX","2752.454"
"UA","DEN","BWI","2393.546"
"FM","HRB","JNG","1419.432"
"S2","BOM","VTZ","1103.044"
"9W","DXB","BOM","1926.162"
"JL","NRT","LHR","9591.524"
"Y4","CUN","GDL","1708.713"
"AA","DFW","GUA","2140.076"
"US","LAS","PHX","410.849"
"AB","NUE","HRG","3150.041"
"ZH","HUZ","ZHA","482.218"
"QB","THR","BND","1056.908"
"WY","DXB","SLL","922.836"
"US","DEN","DFW","1032.098"
"GJ","HGH","MIG","1503.048"
"AA","DFW","SBA","2112.722"
"VS","LHR","ISB","6053.81"
"FR","PEG","TPS","576.494"
"CZ","CAN","VTE","1267.494"
"BA","LIS","LHR","1563.931"
"DE","MAN","LAS","8166.44"
"AA","DFW","DGO","1218.603"
"FZ","JED","DXB","1698.993"
"SG","AMD","UDR","214.005"
"DX","EBJ","BLL","44.486"
"FR","TRF","MAN","1006.932"
"CZ","CIH","CAN","1429.519"
"NH","XMN","NRT","2468.253"
"CZ","XMN","WXN","1180.483"
"NK","DFW","SJD","1647.935"
"HV","EIN","AYT","2571.37"
"EP","BND","THR","1056.908"
"A5","ORY","LRH","390.142"
"M1","MAO","TMT","440.891"
"F9","BNA","DEN","1627.584"
"UBD","EBL","IST","1430.457"
"7H","ANC","ADQ","406.017"
"FR","MAD","IBZ","458.245"
"VA","PBO","GET","695.195"
"KA","HKG","NNG","591.061"
"CC","TGU","PEU","393.011"
"B6","BOS","CHS","1317.728"
"W6","KTW","TRF","1119.368"
"XK","BIA","ORY","880.024"
"EK","DXB","CRK","6832.873"
"AF","CDG","LED","2132.869"
"QF","DXB","IST","3028.336"
"KL","DLC","HGH","976.647"
"NK","DEN","PHX","968.538"
"AI","AMD","BOM","444.16"
"GJ","SJW","HGH","1038.423"
"NH","IST","NRT","8979.102"
"US","SJD","PHX","1165.049"
"CZ","WXN","XMN","1180.483"
"TO","LIS","ORY","1438.112"
"AA","SNA","DFW","1934.859"
"U6","KUF","EVN","1547.503"
"F9","LAS","PHX","410.849"
"TK","BAL","IST","1121.559"
"EP","BND","ABD","867.757"
"4Q","ISB","HEA","982.833"
"TK","KUL","IST","8387.16"
"TK","BSL","IST","1818.107"
"B6","DFW","BOS","2509.269"
"3H","YGL","YGW","184.248"
"AI","CCU","HYD","1207.673"
"KK","EBL","IST","1430.457"
"KK","IST","ISU","1573.418"
"BA","MRS","LHR","989.28"
"3O","CMN","SAW","3349.831"
"A5","MRS","LRH","590.538"
"TP","LIS","LHR","1563.931"
"TO","DJE","ORY","1791.199"
"IB","ORY","LHR","366.539"
"IB","MAD","NRT","10771.979"
"TP","LIS","BOS","5124.081"
"TK","IST","NAP","1211.464"
"SG","HYD","SAG","507.123"
"PC","SAW","AYT","463.092"
"FR","KTW","ODS","964.969"
"AP","NAP","LIN","649.615"
"U2","MAD","BSL","1186.476"
"GX","NNG","WDS","1142.218"
"I5","CCU","GAU","498.312"
"BA","ABZ","LCY","649.948"
"CZ","DLC","CAN","1898.664"
"7H","HCR","ANI","68.548"
"IB","MAD","SCL","10718.411"
"G4","PIA","LAS","2268.574"
"MU","SJW","HGH","1038.423"
"U2","LIS","MAD","512.884"
"EK","CDG","DXB","5238.621"
"B6","BWI","BOS","594.054"
"IB","SPC","MAD","1845.833"
"AA","FUK","NRT","939.774"
"9C","INC","YNZ","1393.82"
"HX","HKG","KWE","859.918"
"EY","MRS","CDG","652.819"
"PK","LHR","ISB","6053.81"
"AV","CUN","LIM","3827.571"
"FR","PMO","MRS","883.127"
"TK","GOA","IST","1656.241"
"UN","LHR","BOS","5239.65"
"SC","DAT","HRB","1208.802"
"CZ","CAN","NRT","2944.428"
"AF","CDG","KUL","10441.963"
"AF","ORY","LCY","350.892"
"AA","DXB","LHR","5497.926"
"UO","HKG","KMJ","2034.64"
"IR","THR","SDG","392.869"
"SV","JED","URY","1098.17"
"SV","JED","BOM","3518.844"
"MF","NNG","XMN","1036.954"
"NH","FUJ","FUK","182.09"
"V7","PMO","NAP","318.413"
"MH","KUL","MEL","6314.984"
"EU","LJG","NNG","919.812"
"IG","LIN","OLB","505.913"
"UA","DEN","YYC","1445.257"
"TK","IST","EBL","1430.457"
"DP","LED","OGZ","2085.18"
"US","PHX","BWI","3209.737"
"SU","LED","AYT","2546.832"
"Q9","YZV","YQB","536.741"
"UA","DEN","MRY","1540.77"
"ET","NDJ","AEH","657.697"
"VB","MTY","OAX","1036.813"
"FT","ATZ","JED","1017.709"
"G5","CKG","INC","976.1"
"TP","LIS","LCY","1585.003"
"ZH","KWE","CAN","742.42"
"AZ","LIN","CTA","1009.198"
"6E","CCU","JLR","861.62"
"Y4","MTY","CUN","1448.345"
"HO","HRB","HGH","1784.854"
"W5","THR","KHD","373.877"
"CZ","FUK","CAN","2018.862"
"FD","CNX","HGH","2511.851"
"9W","VTZ","BOM","1103.044"
"CZ","CKG","DLC","1707.23"
"JL","SCL","LIM","2461.893"
"CA","CKG","INC","976.1"
"IR","ABD","THR","657.47"
"BA","LCY","ABZ","649.948"
"AF","RNS","EXT","320.243"
"U2","MAN","BSL","943.012"
"PS","KBP","LED","1052.139"
"9W","CCU","BOM","1665.49"
"6W","RTW","EVN","1275.921"
"7M","CZM","CUN","57.387"
"WS","YXU","YYC","2619.904"
"WN","DEN","AMA","578.607"
"HV","EIN","MAD","1400.257"
"WS","BNA","YYC","2734.046"
"9W","NRT","BOM","6786.191"
"GS","XMN","ZYI","1161.351"
"AF","EXT","RNS","320.243"
"Y4","ONT","GDL","2059.132"
"A5","MRS","SXB","596.615"
"SU","EVN","LED","2396.069"
"MS","CAI","HMB","421.515"
"XY","CMN","JED","4747.447"
"LA","LIM","CUZ","585.908"
"7F","YVQ","YEV","445.348"
"LA","LIM","TYL","944.747"
"JA","SCL","BBA","1394.626"
"IN","KOE","MOF","231.785"
"9N","SPR","SQS","136.665"
"JD","HGH","DLC","976.647"
"MF","XMN","INC","1925.223"
"HV","IBZ","EIN","1432.713"
"GK","NRT","KMJ","933.529"
"F9","DEN","LAS","1009.365"
"SW","ERS","OND","539.375"
"CA","CKG","HKG","1098.077"
"IB","LHR","MAD","1245.95"
"AS","BRW","ANC","1162.785"
"NK","DFW","CUN","1657.192"
"AA","ZCL","DFW","1242.193"
"FR","CTA","TSF","940.438"
"SX","BRN","OLB","688.122"
"3U","SWA","CKG","1195.355"
"HU","XMN","CIH","1386.382"
"MU","WDS","XMN","1138.53"
"FM","HGH","HKG","1094.053"
"FU","HRB","YIH","2108.698"
"PS","KBP","MAD","2873.289"
"VS","LHR","BOM","7213.041"
"WN","BNA","CLE","721.433"
"AZ","ORY","LIN","636.468"
"CA","XMN","CKG","1273.043"
"W3","ENU","ABV","283.521"
"3U","CKG","LJG","711.903"
"MS","EBB","CAI","3346.493"
"A3","NUE","SKG","1364.633"
"WS","YOW","YYC","2878.546"
"SG","BOM","HYD","622.839"
"UA","PHX","CLE","2790.76"
"UB","THL","LSH","357.427"
"SX","LCY","BRN","742.868"
"AF","CDG","WRO","1047.643"
"JL","DLC","NRT","1699.921"
"KY","XMN","NNG","1036.954"
"D7","KUL","FUK","4545.606"
"US","DFW","CID","1104.086"
"AA","PHX","LHR","8462.885"
"UA","LAS","CLE","2929.414"
"CA","CAN","BAV","1933.78"
"DL","ABV","CDG","4470.13"
"CA","HGH","XMN","671.888"
"CZ","CAN","LHR","9495.835"
"X3","AYT","NUE","2114.058"
"US","DFW","SAV","1485.969"
"CZ","CAN","YNZ","1303.208"
"ZH","CKG","XMN","1273.043"
"SC","XMN","CKG","1273.043"
"AT","CMN","OZZ","277.519"
"F9","DEN","SJD","1917.781"
"S4","LIS","PIX","1673.145"
"3U","NNG","SGN","1320.844"
"JL","NRT","KUL","5408.917"
"CA","HGH","CAN","1038.357"
"QN","KUF","EVN","1547.503"
"TOM","MAN","CUN","7794.526"
"TP","TER","LIS","1554.053"
"US","PHX","BOS","3693.775"
"FL","DEN","BWI","2393.546"
"WN","BNA","PHX","2326.328"
"NH","NRT","DEN","9292.769"
"IB","CDG","DFW","7944.057"
"G4","LAS","ATW","2425.262"
"SG","AMD","BOM","444.16"
"IB","MAD","GUA","8709.015"
"HX","CKG","HKG","1098.077"
"NH","LHR","LIS","1563.931"
"LA","SCL","BBA","1394.626"
"S7","LED","SKG","2202.793"
"MU","LZO","SWA","1254.496"
"NP","CAI","SAW","1213.134"
"IB","SXB","MAD","1259.283"
"TK","IST","SGN","8209.035"
"SC","HRB","SJW","1254.483"
"LH","LHR","YYC","7014.965"
"AI","DXB","BOM","1926.162"
"AB","OLB","NUE","964.001"
"AS","SBA","PDX","1263.028"
"BE","CDG","MAN","587.996"
"CZ","XMN","CGQ","2269.217"
"F9","LAS","DFW","1694.8"
"CX","KUL","HKG","2543.09"
"AA","LGB","PDX","1362.435"
"CZ","AVA","CAN","814.227"
"VN","SGN","VDH","744.613"
"MH","MEL","KUL","6314.984"
"UA","CLE","PKB","232.412"
"JD","HGH","YIH","859.358"
"QF","KUL","MEL","6314.984"
"VR","BVC","LIS","2852.368"
"AA","CDG","KUL","10441.963"
"TOM","MAN","NAP","1859.931"
"JQ","MEL","DPS","4381.968"
"BA","MAN","CMF","1039.196"
"HZ","UUS","KXK","577.418"
"S2","BOM","UDR","623.877"
"CZ","CGQ","CAN","2554.813"
"IA","EBL","CAI","1350.426"
"JD","HGH","CAN","1038.357"
"KN","CAN","WDS","1049.406"
"US","DFW","BNA","1014.148"
"AF","SXB","ORY","386.203"
"CZ","DXB","CAN","5827.269"
"TO","MAD","ORY","1030.331"
"CX","HKG","CDG","9590.058"
"AC","YQB","YOW","368.072"
"V7","PMO","GOA","779.01"
"CZ","NBS","CGQ","265.132"
"HV","EIN","IBZ","1432.713"
"JT","DPS","KOE","946.028"
"B6","BOS","DFW","2509.269"
"FZ","DXB","KBP","3488.659"
"TK","IST","TLL","2035.078"
"AF","CDG","LRT","463.578"
"ZH","CAN","BAV","1933.78"
"9W","CCU","VTZ","773.105"
"AQ","DLC","NBS","617.5"
"PS","ALA","KBP","3534.457"
"3F","KTB","HYL","23.958"
"ZI","TLM","MRS","1097.909"
"7C","TAE","NRT","1057.003"
"EK","MAD","DXB","5648.83"
"AK","KUL","SWA","2807.97"
"AZ","CDG","DXB","5238.621"
"AA","KUL","LHR","10605.487"
"SC","XMN","HGH","671.888"
"OC","FUK","FUJ","182.09"
"QF","DPS","MEL","4381.968"
"U2","PRN","BSL","1195.967"
"MU","CAN","HYN","994.951"
"SG","BOM","CCU","1665.49"
"7H","ANC","UNK","629.821"
"JL","KHV","NRT","1481.596"
"PS","KBP","SAW","1057.536"
"BE","CDG","ABZ","963.582"
"JS","FNJ","KUL","4724.611"
"AT","CMN","TTU","323.396"
"S7","KHV","NRT","1481.596"
"AF","CKY","CDG","4635.517"
"CG","LAE","GKA","157.102"
"CU","HAV","SNU","258.805"
"AA","DFW","CDG","7944.057"
"PB","YZV","YQB","536.741"
"UA","CLE","RIC","582.869"
"IB","ABZ","LHR","647.095"
"8D","ADQ","AKK","135.668"
"MU","HDG","BAV","591.066"
"KC","TSE","AKX","1007.849"
"F9","SNA","DEN","1359.686"
"OD","KUL","SGN","1050.294"
"DL","BOS","LHR","5239.65"
"CA","CAN","CKG","965.641"
"4O","MTY","HAV","1817.527"
"AZ","LIN","LCY","955.793"
"9K","HYA","ACK","49.784"
"VB","MTY","SJD","1015.614"
"IB","MAD","LIM","9526.187"
"CZ","HGH","XMN","671.888"
"EK","DXB","MEL","11645.111"
"PK","JED","ISB","3552.967"
"SU","KHV","UUS","591.879"
"ZH","WUX","XMN","805.106"
"AA","CUN","PHX","2830.413"
"AZ","LCY","LIN","955.793"
"IB","MAD","EZE","10085.301"
"AA","PHX","PDX","1625.086"
"BX","TAE","FUK","304.868"
"KA","HKG","HGH","1094.053"
"UA","DEN","LAS","1009.365"
"KC","ALA","KBP","3534.457"
"DJ","LAS","SNA","364.468"
"TO","NAP","MAN","1859.931"
"CA","CKG","HGH","1328.879"
"IS","THR","BND","1056.908"
"ZK","CDR","DEN","356.139"
"JQ","HTI","MEL","1965.782"
"IB","MAD","CDG","1064.513"
"X3","NUE","ZQW","268.271"
"CZ","HGH","CGQ","1599.128"
"MF","CKG","XMN","1273.043"
"LH","CAI","HKG","8100.925"
"FL","BWI","CLE","504.803"
"IG","CTA","BSL","1282.497"
"WN","BNA","BWI","943.646"
"JT","MOF","KOE","231.785"
"TK","SAW","DXB","2967.5"
"F9","SJD","DEN","1917.781"
"UA","PIA","DEN","1272.629"
"OZ","KWJ","GMP","270.777"
"3U","DLC","HRB","835.202"
"DX","BLL","AAL","156.384"
"G5","JNG","DLC","615.174"
"BA","LHR","IST","2488.811"
"9C","DLC","HGH","976.647"
"TK","IST","NUE","1649.276"
"FU","HRB","ZYI","2626.473"
"ZH","HGH","LJG","2009.816"
"AS","LAS","PAE","1439.453"
"5T","YVQ","YEV","445.348"
"NH","NRT","YYC","7945.729"
"Q9","YQB","YZV","536.741"
"AF","BLL","CDG","871.143"
"AA","DFW","ABI","253.332"
"HZ","KHV","HRB","749.335"
"AA","DFW","GCM","2171.923"
"HO","NNG","YYA","903.336"
"HZ","UUS","HRB","1271.546"
"KN","BAV","SJW","476.579"
"AS","PDX","PAE","258.827"
"MS","NDJ","CAI","2616.71"
"TW","TAE","NRT","1057.003"
"CZ","CAN","HKG","136.012"
"NF","ULB","VLI","152.306"
"CA","HGH","WEH","791.216"
"CZ","KWE","HGH","1394.304"
"2O","ADQ","KPY","38.048"
"CA","HKG","CKG","1098.077"
"ZH","DLC","WUX","836.844"
"GA","MKQ","DJJ","660.958"
"WN","SNA","DEN","1359.686"
"IB","LHR","DFW","7627.239"
"QG","HYD","JED","4136.559"
"9C","XMN","HDG","1378.356"
"CX","ANC","DFW","4889.263"
"CA","NNG","HGH","1484.662"
"QZ","DPS","LOP","121.957"
"MU","CAN","LJG","1364.137"
"AF","MRS","SXB","596.615"
"NK","DFW","PHX","1393.866"
"B6","BOS","BGI","3440.735"
"GA","DPS","HKG","3456.084"
"VN","SGN","NRT","4383.313"
"9C","SWA","ZHA","683.117"
"ZH","DLC","HRB","835.202"
"AA","KUL","NRT","5408.917"
"HU","CIH","XMN","1386.382"
"G4","LAS","GTF","1305.592"
"H2","SCL","LIM","2461.893"
"US","PHX","ONT","521.296"
"IB","NRT","MAD","10771.979"
"TK","IST","CDG","2213.623"
"AP","PMO","LIN","867.635"
"US","DFW","TUL","381.918"
"4O","CUN","MTY","1448.345"
"ZK","DDC","DEN","469.787"
"G8","AMD","CCU","1619.943"
"IB","LIM","MAD","9526.187"
"JU","INI","NUE","1071.36"
"QF","MAN","DXB","5655.267"
"TO","CTA","ORY","1616.612"
"9W","KUL","HYD","3008.847"
"DV","TSE","ALA","950.542"
"CZ","CGQ","NRT","1549.003"
"JL","NRT","CAN","2944.428"
"CZ","CAN","CIH","1429.519"
"CX","HKG","CCU","2613.795"
"QG","PNK","BTH","604.407"
"CZ","TEN","CAN","639.701"
"AZ","LIN","TPS","878.936"
"P6","YQB","YZV","536.741"
"3U","SGN","NNG","1320.844"
"H2","SCL","CCP","429.112"
"NS","SJW","DLC","599.099"
"FR","MAD","CTA","1641.52"
"IB","NAP","MAD","1503.626"
"UA","CLE","BFD","270.369"
"BL","THD","SGN","1003.888"
"CA","CAN","HGH","1038.357"
"W6","BSL","PRN","1195.967"
"MS","CAI","EBB","3346.493"
"US","PHX","CUN","2830.413"
"KC","HKG","ALA","4113.18"
"V7","SXB","BIQ","903.533"
"BA","LCY","MAN","259.208"
"MU","DLC","LDS","1147.76"
"CX","MEL","HKG","7412.5"
"US","DFW","CUN","1657.192"
"TK","KSY","IST","1208.05"
"US","PHX","SNA","543.236"
"EK","DXB","SGN","5618.742"
"DL","BOS","RIC","762.318"
"AZ","NUE","CDG","620.942"
"SV","BOM","JED","3518.844"
"3O","SAW","CMN","3349.831"
"V7","BIA","SXB","681.015"
"G5","HDG","DLC","681.501"
"UA","DEN","DFW","1032.098"
"8L","LJG","KUL","2665.958"
"AF","CDG","IST","2213.623"
"CA","HRB","FYJ","679.365"
"F2","UAS","NYK","85.761"
"CA","CGQ","CAN","2554.813"
"QG","BTH","PKU","306.236"
"ZH","HUZ","YIH","890.139"
"RI","HKG","DPS","3456.084"
"MS","KBP","IST","1021.972"
"FG","DXB","KDH","1238.019"
"LI","BGI","SLU","193.293"
"AT","CMN","ORY","1897.364"
"JL","DXB","NRT","7979.177"
"AA","DFW","RIC","1859.463"
"WS","CUN","YOW","2888.248"
"QF","MEL","HKG","7412.5"
"UA","PKB","CLE","232.412"
"B6","BOS","BNA","1514.294"
"AS","ADQ","ANC","406.017"
"AA","GCM","DFW","2171.923"
"ZO","THR","ABD","657.47"
"FD","CEI","HGH","2358.278"
"AF","DFW","CDG","7944.057"
"R3","KHV","YKS","1545.544"
"HX","HKG","XMN","496.476"
"7H","CKD","RDV","42.134"
"7Y","HEH","LSH","267.12"
"CX","GDL","ANC","5772.185"
"VY","GOA","CDG","700.5"
"MH","KUL","BOM","3624.371"
"FL","DEN","CUN","2689.257"
"DY","AYT","TRF","2884.542"
"IB","LIM","CUZ","585.908"
"U6","EVN","LED","2396.069"
"SU","HRB","UUS","1271.546"
"UA","CLE","PHX","2790.76"
"G5","DLC","BAV","1001.588"
"FR","PMO","TRN","901.874"
"ET","HKG","BOM","4271.902"
"JL","HKD","OIR","119.717"
"KY","CIH","KWE","1234.51"
"UJ","CAI","JED","1216.665"
"G5","KWE","CKG","354.021"
"AS","CDB","ANC","995.465"
"WF","ANX","TOS","116.505"
"CZ","DLC","XMN","1635.364"
"BA","BOS","MAD","5474.383"
"DL","BOS","LAS","3822.671"
"AF","RNS","CDG","332.373"
"QF","MEL","KUL","6314.984"
"BA","LHR","KBP","2185.312"
"LS","MAN","IBZ","1634.01"
"IG","CTA","TRN","1058.712"
"K2","CDG","WRO","1047.643"
"IB","MAD","NAP","1503.626"
"CZ","ZHA","CAN","387.524"
"AC","YYC","SJD","3131.239"
"D2","VUS","CEE","487.516"
"AC","LHR","YYC","7014.965"
"CZ","HKG","XMN","496.476"
"6E","BOM","GAU","2071.068"
"US","PDX","DFW","2597.051"
"NY","IFJ","RKV","221.564"
"TP","LIS","KBP","3372.377"
"TT","MKY","MEL","1881.719"
"SG","BOM","JED","3518.844"
"MF","KUL","XMN","2996.059"
"VS","BGI","MAN","6698.856"
"S4","MAD","LIS","512.884"
"GK","NRT","HKG","2962.147"
"FL","DEN","ONT","1315.73"
"VN","SGN","DPS","2370.933"
"G5","KWE","ZHA","693.635"
"AK","PKU","KUL","255.759"
"AR","MAD","EZE","10085.301"
"M4","HMB","JED","913.943"
"CX","YYC","ANC","2451.249"
"GS","DLC","KKJ","1021.988"
"KK","IST","EVN","1322.715"
"IY","JED","TAI","1033.481"
"JL","NRT","DFW","10322.37"
"A5","ETZ","MRS","621.392"
"AF","SXB","MRS","596.615"
"LS","MAN","CDG","587.996"
"B6","BOS","SAV","1450.379"
"AZ","IBZ","MAD","458.245"
"U2","MAN","SKG","2368.651"
"CX","FUK","HKG","2047.162"
"AT","CMN","CDG","1931.52"
"Z9","ALA","PWQ","983.289"
"NL","LYP","JED","3518.431"
"CZ","CAN","HYN","994.951"
"7H","ANI","HCR","68.548"
"FM","XMN","CAN","507.057"
"FR","LIS","MRS","1307.367"
"AA","PDX","PHX","1625.086"
"IB","SCL","MAD","10718.411"
"SU","HRB","KHV","749.335"
"3U","HGH","MIG","1503.048"
"AF","CDG","CAI","3210.457"
"K7","HEH","LSH","267.12"
"CZ","LJG","KWE","651.799"
"ZH","CAN","KWE","742.42"
"PK","MAN","ISB","6134.062"
"AC","SCL","EZE","1138.232"
"EK","LED","DXB","4300.608"
"GS","INC","KWE","1330.103"
"CZ","CAN","HRB","2733.84"
"S7","KLF","LED","689.447"
"XQ","AYT","BSL","2241.162"
"EP","THR","SDG","392.869"
"TK","IST","DPS","10351.012"
"PC","ORY","SAW","2280.492"
"CX","HKG","SGN","1492.977"
"CA","CAN","HYN","994.951"
"AM","CUN","MTY","1448.345"
"CX","XMN","HKG","496.476"
"AF","CDG","BLL","871.143"
"OF","ABV","AKR","291.462"
"KA","HKG","DPS","3456.084"
"UJ","ODS","KBP","435.981"
"UA","DEN","RIC","2379.325"
"US","PHX","DSM","1847.154"
"2I","HUU","LIM","258.156"
"EK","DXB","CDG","5238.621"
"W3","ABV","YOL","567.967"
"AM","MTY","LAS","1832.153"
"TK","CDG","IST","2213.623"
"6E","GAU","BOM","2071.068"
"HU","SJW","HGH","1038.423"
"CZ","CAN","KUL","2612.721"
"KN","FUO","WDS","1078.357"
"AZ","MRS","CDG","652.819"
"MU","SJW","BAV","476.579"
"AF","TRN","CDG","573.003"
"AA","HRL","DFW","743.869"
"FM","WEH","CGQ","811.223"
"CGZ","KWE","SJW","1499.902"
"AI","DXB","HYD","2546.803"
"MF","MEL","HGH","7965.556"
"U2","MAD","LIS","512.884"
"AS","PAE","LAS","1439.453"
"VN","KUL","SGN","1050.294"
"3U","HRB","CAN","2733.84"
"ZH","YIH","HUZ","890.139"
"MM","FUK","NRT","939.774"
"Y4","LAS","GDL","2078.522"
"SK","AAL","BLL","156.384"
"MU","CKG","WUX","1333.22"
"SU","UUS","KHV","591.879"
"6E","AMD","GAU","1943.653"
"JT","DPS","LOP","121.957"
"TP","DXB","LIS","6137.795"
"DL","LAS","MAN","8166.44"
"CZ","YNZ","CAN","1303.208"
"TO","MAN","REU","1381.498"
"6E","DXB","HYD","2546.803"
"MU","SWA","LZO","1254.496"
"LA","LIM","TCQ","994.199"
"SC","SJW","INC","757.324"
"CA","WXN","CAN","954.037"
"EK","DXB","MAN","5655.267"
"9C","CKG","SJW","1206.217"
"CZ","DAT","CIH","425.104"
"DV","TSE","AKX","1007.849"
"AA","YYC","LAS","1674.112"
"AB","CTA","BSL","1282.497"
"AY","LHR","YYC","7014.965"
"AA","YYC","DFW","2451.197"
"IR","BND","BDH","171.9"
"VN","SGN","CAN","1565.613"
"SC","NNG","INC","1777.016"
"AA","LHR","LIS","1563.931"
"AF","ORY","SXB","386.203"
"9W","BOM","VTZ","1103.044"
"BA","LHR","NRT","9591.524"
"CZ","DLC","JMU","1136.823"
"AF","SGN","CDG","10104.879"
"US","DFW","LHR","7627.239"
"AB","ORY","LHR","366.539"
"AZ","EVN","CDG","3409.618"
"CZ","XMN","NNG","1036.954"
"UA","CLE","DFW","1641.733"
"HO","KWE","HUZ","877.371"
"TO","IBZ","MAN","1634.01"
"QN","LED","EVN","2396.069"
"IY","TAI","JED","1033.481"
"AZ","CDG","LIS","1469.964"
"MS","MAN","CAI","3743.796"
"AA","SCL","LIM","2461.893"
"KA","CNX","HKG","1605.128"
"4B","DEN","MCK","349.522"
"FR","SKG","MAN","2368.651"
"VA","MEL","HTI","1965.782"
"ZH","CAN","NRT","2944.428"
"TK","CMN","IST","3305.374"
"AC","CUN","YOW","2888.248"
"WN","DEN","LAS","1009.365"
"KC","LED","TSE","2724.706"
"DV","TSE","PWQ","408.438"
"HO","HUZ","WUX","1101.104"
"FR","TPS","MAN","2056.505"
"KL","CDG","ABV","4470.13"
"TO","ORY","DJE","1791.199"
"VA","BQB","GET","547.99"
"AZ","MAD","LIN","1180.21"
"AZ","LIN","ORY","636.468"
"AA","LHR","KUL","10605.487"
"AI","BOM","CAI","4341.423"
"EK","EBB","DXB","3731.342"
"G3","EZE","MAO","3537.634"
"CA","HGH","CKG","1328.879"
"HO","WUX","HRB","1649.417"
"CZ","CKG","SWA","1195.355"
"AF","CDG","EZE","11100.502"
"D7","KUL","HGH","3636.607"
"G8","CCU","GAU","498.312"
"TP","LIS","TER","1554.053"
"AB","SAW","NUE","1711.969"
"AY","LHR","DFW","7627.239"
"G4","CID","LAS","2118.652"
"AA","RIC","DFW","1859.463"
"UA","BNA","DEN","1627.584"
"DD","NNG","CNX","1048.573"
"IR","THR","KHD","373.877"
"FU","YIH","BAV","1120.341"
"AY","YYC","LHR","7014.965"
"MH","SGN","KUL","1050.294"
"MU","LJG","HKG","1464.998"
"9W","LHR","BOM","7213.041"
"CZ","KWE","NNG","458.469"
"DL","NRT","PDX","7742.109"
"PC","SAW","KCM","756.708"
"BA","NRT","LHR","9591.524"
"7H","ADQ","ANC","406.017"
"MU","DLC","KKJ","1021.988"
"MH","KBR","JHB","525.881"
"QH","SGN","THD","1003.888"
"7F","YHK","YYH","135.629"
"AA","PDX","BOS","4072.32"
"HX","HKG","NNG","591.061"
"9W","HKG","BOM","4271.902"
"SM","HRG","BLL","3739.004"
"9W","BOM","UDR","623.877"
"AF","ABV","NDJ","917.694"
"DL","CHS","BOS","1317.728"
"AC","YOW","YYC","2878.546"
"AZ","CDG","SGN","10104.879"
"OQ","CKG","SGN","2101.629"
"5N","LED","KUF","1395.62"
"4O","SNA","GDL","2048.674"
"F9","PDX","DEN","1592.175"
"AZ","TPS","LIN","878.936"
"3U","HGH","CAN","1038.357"
"MU","DLC","KWE","1946.598"
"BA","LIN","LCY","955.793"
"AA","DFW","AMA","501.525"
"WN","BOS","BNA","1514.294"
"AR","SCL","EZE","1138.232"
"9C","SJW","DLC","599.099"
"OD","JHB","CAN","2631.915"
"AF","ABV","CDG","4470.13"
"CA","KWE","CAN","742.42"
"UX","MAD","LIS","512.884"
"AY","MRS","CDG","652.819"
"W6","WRO","ODS","1134.213"
"PR","CRK","USU","344.362"
"A5","LRH","MRS","590.538"
"AZ","LIM","CDG","10276.032"
"HV","AYT","EIN","2571.37"
"WN","PHX","TUL","1501.789"
"MU","NRT","DLC","1699.921"
"FL","DEN","AMA","578.607"
"FR","MAN","LIS","1702.703"
